10,144,62,447
10,272,64,357
10,213,68,489
10,202,69,480
10,145,67,454
10,250,64,352
10,218,67,490
10,211,69,489
10,144,63,450
10,139,70,455
10,143,64,451
10,143,62,447
10,143,63,450
10,161,91,540
10,247,64,352
10,143,67,454
10,140,69,455
10,140,65,452
10,212,68,488
10,292,64,565
10,144,67,454
10,203,71,483
10,293,62,561
10,243,64,348
10,211,69,488
10,250,64,351
10,212,68,487
10,218,67,489
10,209,69,486
10,209,68,484
10,216,67,487
9,394,64,313
9,305,67,403
1398,305,68,403
1398,305,68,403
10,207,67,478
10,254,64,351
9,305,67,404
1398,305,68,404
1398,305,68,404
10,209,70,488
10,311,64,383
9,305,67,405
1398,305,68,405
1398,305,68,405
10,163,112,540
9,311,64,383
10,208,66,472
9,305,67,406
1398,305,68,406
1398,305,68,406
9,304,67,406
1398,304,68,406
1398,304,68,406
10,208,69,485
10,208,68,483
9,371,60,446
9,303,67,406
1398,303,68,406
1398,303,68,406
10,249,64,354
10,209,67,480
9,303,67,405
1398,303,68,405
1398,303,68,405
10,217,67,488
9,305,67,402
1398,305,68,402
1398,305,68,402
10,324,63,432
9,369,60,445
1398,304,68,404
1398,304,68,404
9,301,67,403
1398,301,68,403
1398,301,68,403
1398,301,68,404
1398,301,68,404
9,324,63,432
10,137,108,502
9,301,67,405
1398,301,68,405
1398,301,68,405
10,210,70,491
9,301,67,406
1398,301,68,406
1398,301,68,406
9,299,67,406
1398,299,68,406
1398,299,68,406
10,219,67,491
1398,300,68,406
1398,300,68,406
10,211,69,491
9,299,67,405
1398,299,68,405
1398,299,68,405
9,299,67,403
1398,299,68,403
1398,299,68,403
9,299,67,404
1398,299,68,404
1398,299,68,404
9,368,61,446
10,243,64,347
1398,300,68,404
1398,300,68,404
10,295,68,406
10,297,66,388
10,206,67,477
9,297,66,388
10,305,67,404
10,204,68,480
10,303,67,406
9,295,68,406
10,202,70,481
10,203,69,481
10,205,69,482
10,301,67,404
10,301,67,406
10,205,68,480
10,214,68,491
10,303,67,405
10,213,68,490
10,206,69,483
10,207,69,484
9,298,66,390
10,304,67,404
10,211,69,490
9,297,67,406
1398,297,68,406
1398,297,68,406
9,297,67,404
1398,297,68,404
1398,297,68,404
1398,297,68,403
1398,297,68,403
1398,297,68,406
1398,297,68,405
1398,297,68,405
10,208,71,488
9,296,68,406
1398,296,69,406
1398,296,69,406
1398,296,69,406
1398,296,69,405
1398,296,69,405
10,209,66,473
10,202,71,482
10,299,67,405
9,295,68,406
1398,295,69,406
1398,295,69,406
10,299,67,403
10,305,67,406
9,297,67,402
1398,297,68,402
1398,297,68,402
9,296,67,402
1398,296,68,402
1398,296,68,402
1398,295,68,402
1398,295,68,402
10,297,67,403
9,295,67,400
1398,295,68,400
10,297,70,403
1398,295,64,404
9,295,67,401
1398,295,68,401
1398,295,68,401
9,297,67,399
1398,297,68,399
1398,297,68,399
1398,296,68,400
1398,296,68,400
9,296,67,399
1398,296,68,399
1398,296,68,399
10,301,67,405
10,296,67,399
10,299,67,404
9,293,68,405
1398,293,69,405
1398,293,69,405
1398,292,69,405
1398,292,69,405
1398,291,69,405
1398,291,69,405
10,305,67,405
9,292,68,404
1398,292,69,404
1398,292,69,404
10,304,67,406
1398,292,69,404
1398,292,69,403
1398,292,69,403
1398,292,69,403
1398,292,69,402
1398,292,69,402
9,289,68,404
1398,289,69,404
1398,289,69,404
1398,289,69,403
1398,289,69,403
9,289,68,402
1398,289,69,402
1398,289,69,402
9,370,61,443
10,295,68,406
1398,289,69,402
1398,289,69,401
1398,289,69,401
10,289,68,404
1398,287,69,401
1398,287,69,401
9,288,68,401
1398,288,69,401
1398,288,69,401
9,288,68,403
1398,288,69,403
1398,288,69,403
9,287,68,403
1398,287,69,403
1398,287,69,403
1398,287,69,405
1398,287,69,405
9,288,68,405
1398,288,69,405
1398,288,69,405
10,287,68,401
9,289,68,405
1398,289,69,405
1398,289,69,405
10,293,68,405
10,289,68,403
9,285,68,402
1398,285,69,402
1398,285,69,402
1398,285,69,401
1398,285,69,401
9,369,60,444
1398,285,69,400
1398,285,69,400
9,284,68,400
1398,284,69,400
1398,284,69,400
10,288,68,401
9,283,68,400
1398,283,69,400
1398,283,69,400
10,288,68,403
1398,283,69,401
1398,283,69,401
1398,285,69,403
1398,285,69,403
10,296,67,402
10,285,68,400
9,284,68,402
1398,284,69,402
1398,284,69,402
10,205,67,476
9,285,68,404
1398,285,69,404
1398,285,69,404
10,285,68,401
10,287,68,403
10,295,67,401
10,285,68,404
9,281,68,401
1398,281,69,401
1398,281,69,401
10,292,68,405
9,281,68,400
1398,281,69,400
1398,281,69,400
9,281,69,402
1398,281,70,402
1398,281,70,402
1398,281,70,404
1398,281,70,404
1398,279,70,402
1398,279,70,402
10,288,68,405
9,279,69,401
1398,279,70,401
1398,279,70,401
10,281,68,400
10,210,69,487
1398,279,70,401
1398,279,70,400
1398,279,70,400
1398,279,70,401
1398,278,70,401
1398,278,70,401
9,277,69,401
1398,277,70,401
1398,277,70,401
1398,277,70,401
1398,277,70,400
1398,277,70,400
1398,277,70,400
1398,277,70,399
1398,277,70,399
1398,279,70,400
1398,279,70,399
1398,279,70,399
10,301,67,403
10,289,68,402
10,300,67,406
10,297,67,404
10,297,67,402
10,295,67,402
10,281,68,401
10,292,68,404
10,297,67,405
1398,305,67,395
1398,305,67,395
9,305,66,396
1398,305,67,396
1398,305,67,396
10,305,66,395
9,304,66,397
1398,304,67,397
1398,304,67,397
9,301,68,442
9,304,66,398
1398,304,67,398
1398,304,67,398
9,303,66,399
1398,303,67,399
1398,303,67,399
10,284,68,400
9,303,67,400
1398,303,68,400
1398,303,68,400
10,296,67,400
9,400,63,328
10,287,68,405
10,281,69,402
1398,301,67,395
1398,301,67,395
1398,301,67,395
1398,301,67,394
1398,301,67,394
9,301,66,393
1398,301,67,393
1398,301,67,393
10,295,67,400
10,305,66,396
9,301,66,392
1398,301,67,392
1398,301,67,392
10,285,68,402
10,305,67,402
9,301,66,391
1398,301,67,391
1398,301,67,391
1398,300,67,391
1398,300,67,391
9,370,60,444
9,299,66,392
1398,299,67,392
1398,299,67,392
9,299,66,393
1398,299,67,393
1398,299,67,393
10,209,71,491
9,300,66,394
1398,300,67,394
1398,300,67,394
9,301,66,396
1398,301,67,396
1398,301,67,396
9,301,66,397
1398,301,67,397
1398,301,67,397
10,299,66,393
9,300,66,397
1398,300,67,397
1398,300,67,397
10,283,68,400
10,281,69,404
9,299,66,396
1398,299,67,396
1398,299,67,396
10,289,68,405
1398,299,67,395
10,301,73,386
1398,299,75,387
10,303,66,399
10,300,66,397
10,300,66,394
9,297,66,393
1398,297,67,393
1398,297,67,393
9,297,66,392
1398,297,67,392
1398,297,67,392
10,299,66,392
9,184,61,444
9,297,66,391
1398,297,67,391
1398,297,67,391
10,301,66,392
9,296,66,392
1398,296,67,392
1398,296,67,392
9,295,66,392
1398,295,67,392
1398,295,67,392
9,295,66,391
1398,295,67,391
1398,295,67,391
10,277,69,401
10,304,66,398
10,283,68,401
10,297,66,392
1398,293,67,391
1398,293,67,391
10,295,66,391
9,293,66,392
1398,293,67,392
1398,293,67,392
10,301,66,396
9,293,66,393
1398,293,67,393
1398,293,67,393
9,293,66,394
10,284,68,402
10,299,66,396
9,293,66,394
1398,293,67,394
1398,293,67,394
9,293,66,395
1398,293,67,395
1398,293,67,395
10,297,67,399
10,285,68,403
10,279,69,402
9,293,66,396
1398,293,67,396
1398,293,67,396
9,292,67,396
1398,292,68,396
1398,292,68,396
1398,291,68,396
1398,291,68,396
1398,292,68,394
1398,292,68,394
1398,291,68,394
1398,291,68,394
10,301,66,391
10,291,68,405
10,292,67,396
9,289,67,396
1398,289,68,396
1398,289,68,396
9,288,67,396
1398,288,68,396
1398,288,68,396
10,299,67,406
10,297,66,393
9,287,67,396
1398,287,68,396
1398,287,68,396
10,293,66,393
9,287,67,395
1398,287,68,395
1398,287,68,395
9,287,67,394
1398,287,68,394
1398,287,68,394
9,289,67,395
1398,289,68,395
1398,289,68,395
1398,289,68,394
1398,289,68,394
10,287,67,394
10,303,67,400
10,278,69,401
9,288,67,394
1398,288,67,393
1398,288,67,393
10,301,66,395
9,289,66,392
1398,289,67,392
1398,289,67,392
10,300,67,404
9,289,66,391
1398,289,67,391
1398,289,67,391
10,289,67,394
9,287,66,392
1398,287,67,392
1398,287,67,392
10,305,67,403
9,287,66,391
1398,287,67,391
1398,287,67,391
1398,287,67,391
1398,287,67,390
1398,287,67,390
10,296,66,392
1398,289,67,390
1398,289,67,390
1398,288,67,390
1398,288,67,390
10,296,68,406
10,287,67,396
10,287,66,392
10,289,66,391
10,304,66,397
1398,285,68,395
1398,285,68,395
10,288,66,390
10,204,69,481
9,284,67,396
1398,284,68,396
1398,284,68,396
1398,283,68,396
1398,283,68,396
1398,283,68,395
1398,283,68,395
9,283,67,394
1398,283,68,394
1398,283,68,394
9,283,67,393
1398,283,68,393
1398,283,68,393
10,283,67,396
9,282,67,393
1398,282,67,392
1398,282,67,392
10,204,67,476
10,289,66,390
1398,283,68,393
1398,283,68,392
1398,283,68,392
9,284,67,393
1398,284,67,392
1398,284,67,392
10,288,66,393
9,285,66,392
1398,285,67,392
1398,285,67,392
10,289,66,392
1398,281,68,392
1398,281,68,392
10,293,66,395
10,287,66,390
10,300,66,391
10,289,67,395
10,293,66,392
10,291,67,394
10,284,67,396
10,282,66,392
1398,279,68,393
1398,279,68,393
1398,279,68,393
1398,279,68,392
1398,279,68,392
1398,279,68,392
1398,279,68,391
1398,279,68,391
10,287,66,391
1398,279,68,391
1398,279,68,390
1398,279,68,390
1398,279,68,390
1398,280,68,390
1398,280,68,390
1398,279,68,395
1398,279,68,395
10,283,67,395
10,301,66,397
10,295,66,392
9,277,67,393
1398,277,68,393
1398,277,68,393
9,277,67,392
1398,277,68,392
1398,277,68,392
10,204,70,483
1398,277,68,394
1398,277,68,394
10,285,66,392
10,279,67,392
9,276,67,393
1398,276,68,393
1398,276,68,393
10,284,66,392
10,283,67,394
9,275,67,394
1398,275,68,394
1398,275,68,394
10,292,67,394
1398,273,68,392
1398,273,68,392
9,273,67,393
1398,273,68,393
1398,273,68,393
9,273,67,394
1398,273,68,394
1398,273,68,394
1398,273,68,395
1398,273,68,395
10,279,69,401
9,273,67,396
1398,273,68,396
1398,273,68,396
10,285,67,395
10,279,67,395
10,206,68,481
9,273,67,391
1398,273,68,391
1398,273,68,391
10,273,67,393
9,271,67,391
1398,271,68,391
1398,271,68,391
9,272,67,391
1398,272,68,391
1398,272,68,391
9,270,67,391
1398,270,68,391
1398,270,68,391
9,270,67,392
1398,270,68,392
1398,270,68,392
10,272,67,391
10,279,67,393
9,270,67,393
1398,270,68,393
1398,270,68,393
10,299,66,395
10,289,67,396
9,270,67,394
1398,270,68,394
1398,270,68,394
9,270,67,395
1398,270,68,395
10,271,71,387
1398,270,75,388
9,270,67,396
1398,270,68,396
1398,270,68,396
10,270,67,396
10,291,67,396
10,270,67,393
10,273,67,396
10,270,67,395
